Inserted List,ORF Name,Gene Name,UniProt_Acc,Description
YMR153C-A,YMR153C-A,YMR153C-A,A0A023PY,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NUP53"
YMR155W,YMR155W,YMR155W,Q03795,Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen
YMR158C-A,YMR158C-A,YMR158C-A,Q3E843,"Putative protein of unknown function, may contain a lipid attachment site; YMR158C-A is not an essential gene"
YMR158W-B,YMR158W-B,YMR158W-B,Q6B0X2,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene ATG16/YMR159C"
YMR160W,YMR160W,YMR160W,Q03823,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene
YMR166C,YMR166C,MME1,Q03829,Predicted transporter of the mitochondrial inner membrane; has similarity to human mitochondrial ATP-Mg/Pi carriers; YMR166C is not an essential gene
YMR172C-A,YMR172C-A,YMR172C-A,A0A023PX,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YMR173W-A,YMR173W-A,YMR173W-A,A0A023PX,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene DDR48/YML173W"
YMR175W-A,YMR175W-A,YMR175W-A,Q3E766,Putative protein of unknown function
YMR178W,YMR178W,FPY1,Q03219,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene
YMR181C,YMR181C,YMR181C,Q03231,Protein of unknown function; mRNA transcribed as part of a bicistronic transcript with a predicted transcriptional repressor RGM1/YMR182C; mRNA is destroyed by nonsense-mediated decay (NMD); YMR181C is not an essential gene
YMR182W-A,YMR182W-A,MIN3,Q8TGS7,Putative protein of unknown function
YMR187C,YMR187C,YMR187C,Q03236,Putative protein of unknown function; YMR187C is not an essential gene
YMR193C-A,YMR193C-A,YMR193C-A,Q6B0R2,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR194C-A,YMR194C-A,YMR194C-A,P0C5Q6,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR196W,YMR196W,YMR196W,Q04336,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene
YMR206W,YMR206W,YMR206W,Q03695,Putative protein of unknown function; YMR206W is not an essential gene
YMR209C,YMR209C,YMR209C,Q03648,Putative S-adenosylmethionine-dependent methyltransferase; YMR209C is not an essential gene
YMR210W,YMR210W,MGL2,Q03649,"Putative acyltransferase with similarity to Eeb1p and Eht1p, has a minor role in medium-chain fatty acid ethyl ester biosynthesis; may be involved in lipid metabolism and detoxification"
YMR226C,YMR226C,YMR226C,Q05016,"NADP(+)-dependent dehydrogenase; acts on serine, L-allo-threonine, and other 3-hydroxy acids; green fluorescent protein fusion protein localizes to the cytoplasm and nucleus; may interact with ribosomes, based on co-purification experiments"
YMR230W-A,YMR230W-A,YMR230W-A,Q3E7B5,Putative protein of unknown function
YMR242W-A,YMR242W-A,YMR242W-A,Q8TGS6,Putative protein of unknown function
YMR244W,YMR244W,YMR244W,Q04018,Putative protein of unknown function
YMR245W,YMR245W,YMR245W,Q04019,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR247W-A,YMR247W-A,YMR247W-A,Q3E782,Putative protein of unknown function
YMR252C,YMR252C,MLO1,Q04814,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YMR252C is not an essential gene
YMR253C,YMR253C,YMR253C,Q04835,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene
YMR254C,YMR254C,YMR254C,Q04838,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YMR262W,YMR262W,YMR262W,P38430,Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene
YMR265C,YMR265C,YMR265C,Q03508,Putative protein of unknown function
YMR272W-B,YMR272W-B,YMR272W-B,Q8TGS5,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
YMR279C,YMR279C,YMR279C,Q03263,Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; paralog of the efflux pump ATR1
YMR290W-A,YMR290W-A,YMR290W-A,A0A023PZ,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential HAS1 gene which encodes an ATP-dependent RNA helicase"
YMR294W-A,YMR294W-A,YMR294W-A,A0A023PZ,"Dubious open reading frame unlikely to encode a functional protein, substantially overlaps YMR295C; deletion causes sensitivity to unfolded protein response-inducing agents"
YMR295C,YMR295C,YMR295C,Q03559,Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; YMR295C is not an essential gene
YMR304C-A,YMR304C-A,YMR304C-A,A0A023PY,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SCW10"
YMR306C-A,YMR306C-A,YMR306C-A,A0A023PX,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR310C,YMR310C,YMR310C,Q04867,Putative protein of unknown function; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR310C is not an essential gene
YMR315W-A,YMR315W-A,YMR315W-A,Q8TGS4,Putative protein of unknown function
YMR315W,YMR315W,YMR315W,Q04869,Protein with NADP(H) oxidoreductase activity; transcription is regulated by Stb5p in response to NADPH depletion induced by diamide; promoter contains a putative Stb5p binding site
YMR316C-A,YMR316C-A,YMR316C-A,I2HB70,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the verified gene DIA1/YMR316W"
YMR316C-B,YMR316C-B,YMR316C-B,A0A023PX,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YMR317W,YMR317W,YMR317W,Q04893,Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene
YMR320W,YMR320W,YMR320W,Q04897,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YMR321C,YMR321C,YMR321C,Q04898,Putative protein of unknown function; proposed to be a palmitoylated membrane protein
YMR324C,YMR324C,YMR324C,Q04909,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; transcription is AZF1 dependent in glycerol-lactate medium and SLT2 dependent in response to the lipid hydroperoxides"
YMR326C,YMR326C,YMR326C,Q6B0R7,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the telomere on the right arm of chromosome 13"
YNL010W,YNL010W,PYP1,P53981,Putative protein of unknown function with similarity to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant shows an increase in glycogen accumulation
YNL011C,YNL011C,YNL011C,P53980,Putative protein of unknown function; YNL011C is not an essential gene
YNL013C,YNL013C,YNL013C,P53979,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W"
YNL017C,YNL017C,YNL017C,P53977,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the tRNA ORF tI(AAU)N2"
YNL018C,YNL018C,YNL018C,P53976,Putative protein of unknown function
YNL019C,YNL019C,YNL019C,P53975,Putative protein of unknown function
YNL024C,YNL024C,EFM6,P53970,Putative protein of unknown function with seven beta-strand methyltransferase motif; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL024C is not an essential gene
YNL028W,YNL028W,YNL028W,P53967,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL033W,YNL033W,YNL033W,P53964,Putative protein of unknown function
YNL034W,YNL034W,YNL034W,P53963,Putative protein of unknown function; YNL034W is not an essential gene
YNL035C,YNL035C,YNL035C,P53962,Putative protein of unknown function with similarity to proteins containing WD-40 domains; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YNL035C is not an essential gene
YNL040W,YNL040W,YNL040W,P53960,Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene
YNL042W-B,YNL042W-B,YNL042W-B,Q3E7Z2,Putative protein of unknown function
YNL043C,YNL043C,YNL043C,P53957,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YIP3/YNL044W"
YNL046W,YNL046W,YNL046W,P53956,Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
YNL050C,YNL050C,YNL050C,P53952,Putative protein of unknown function; YNL050c is not an essential gene
YNL057W,YNL057W,YNL057W,P53948,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL058C,YNL058C,YNL058C,P53947,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene
YNL067W-A,YNL067W-A,YNL067W-A,P0C5Q8,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YNL067W-B,YNL067W-B,YNL067W-B,Q3E767,Putative protein of unknown function
YNL089C,YNL089C,YNL089C,P53936,Dubious open reading frame unlikely to encode a functional protein; almost completely overlaps YNL090W/RHO2 which encodes a small GTPase of the Rho/Rac subfamily of Ras-like proteins
YNL092W,YNL092W,YNL092W,P53934,Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; YNL092W is not an essential gene
YNL095C,YNL095C,YNL095C,P53932,Putative protein of unknown function predicted to contain a transmembrane domain; YNL095C is not an essential gene
YNL097C-B,YNL097C-B,YNL097C-B,P0C271,Putative protein of unknown function
YNL108C,YNL108C,YNL108C,P53929,Putative protein of unknown function with similarity to Tfc7p and prokaryotic phosphotransfer enzymes; null mutant shows alterations in glucose metabolism; GFP-fusion protein localizes to the cytoplasm and nucleus
YNL109W,YNL109W,YNL109W,P53928,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YNL108C"
